"s.id","p.id","y","x1","x2","x3","x4","x5","x6","x7"
84,234114,8.98103625532827,8.84596322667298,9.61308885276155,9.89573308843305,8.80993292163492,9.66358290018301,8.27928788188053,9.15039722611432
85,979113,10.8582428066261,11.0986699599128,10.0993679259470,9.87600910165201,10.7180615338051,10.6843175344824,8.6847923242196,8.56158846956563
86,770556,8.84249238023282,9.87229493456516,9.23550187581178,9.12559820494551,9.94310028398653,12.3924929479164,10.3830570325288,10.8725381668085
87,678377,10.7678396860145,11.5763192668891,9.17523828100172,9.4844811007861,10.8104407033368,8.79226436957189,9.57943023061128,9.49392748703808
88,747496,9.75071278467676,10.1064160246651,10.0525524269023,10.5226438031955,10.7563405337881,12.0986398070017,10.3298123636006,10.8936795841809
89,679210,11.1545747459638,11.6773294182280,10.3863064161387,9.71003680257079,10.8209765150407,10.6174627645918,10.8638682072881,11.3082183369783
90,671885,10.7337614316024,10.4841725916817,9.92209146335986,11.8055320130351,10.229435501645,9.38363122025941,11.6924195218955,11.1376785822224
91,460454,10.9551609667464,11.4737481017956,8.86643007622501,10.2408177528534,9.67414604262168,9.47438875342372,9.42780389235825,9.8932624519162
92,675481,11.1285472722596,9.6037388589348,12.6897429729319,10.1377594309464,10.9579672166555,9.3894159893927,8.66812380171794,9.5873317968688
93,913708,8.82095157830955,9.19867691710469,9.81452134964537,8.7833354706734,10.3319154410690,10.8839448508924,8.74823003554196,9.20062160991642
94,448100,10.9844390919630,12.1998887143366,8.62493258489974,8.6492530829967,9.86270051733162,8.89243949789137,10.1357527420818,10.2997156759173
95,608282,11.0132116461754,10.5084720797561,10.307445076321,10.8534804905237,9.78699334668657,8.65392257513224,10.6180843226377,10.3117106366538
96,216595,8.35743817551344,8.66995859080176,9.12379070994685,9.62798455549286,9.62559236623238,10.2593213607711,9.6862397976862,9.87225836091556
97,40556,9.93351266038736,10.0802682022783,9.5553196771804,11.7220676059582,10.6521236080098,10.1516409933511,11.3725481620561,11.2419394091569
98,810820,9.16233230607579,9.31629340612914,9.04873332202282,11.2899391820819,10.9170667125636,9.5054409786634,9.6399773976735,9.0689698735206
99,341012,9.71728343746257,9.9614358960277,9.06983366424852,10.3185367814858,9.29443625663715,9.14039311213365,9.98379656425258,10.1383443317559
100,238466,9.42927637053178,8.78573174833468,10.6668643836616,10.8292395275193,10.5813989112526,9.23399598402222,11.2450255058804,10.8509707054856
